"","LITm","LITs","MICr","MICk","SOMp","SOMa","SOMc","CO2","INPUTS"
"16885",0.519635081525569,5.09515779955883,0.1496432132112,0.466361973920137,6.32874208304669,3.38967156546271,2.57225039191673,0.000567643948352771,0.000570776255707763
"16886",0.519634983001414,5.09515748460816,0.149643253860034,0.466361994789168,6.32881702013387,3.38967187194824,2.57225067488043,0.000567644012118529,0.000570776255707763
"16887",0.519634884482112,5.09515716967327,0.149643294506961,0.466362015657329,6.32889195578968,3.3896721783303,2.57225095783075,0.000567644075881424,0.000570776255707763
"16888",0.519634785967663,5.09515685475416,0.14964333515198,0.466362036524621,6.32896689001416,3.38967248460894,2.5722512407677,0.000567644139641455,0.000570776255707763
"16889",0.519634687458066,5.09515653985081,0.149643375795094,0.466362057391044,6.32904182280735,3.38967279078422,2.57225152369127,0.000567644203398624,0.000570776255707763
"16890",0.519634588953317,5.09515622496323,0.149643416436302,0.466362078256597,6.32911675416925,3.38967309685616,2.57225180660148,0.000567644267152931,0.000570776255707763
"16891",0.519634490453418,5.0951559100914,0.149643457075604,0.466362099121283,6.3291916840999,3.38967340282482,2.57225208949832,0.000567644330904377,0.000570776255707763
"16892",0.519634391958365,5.09515559523533,0.149643497713002,0.4663621199851,6.32926661259933,3.38967370869023,2.57225237238181,0.000567644394652963,0.000570776255707763
"16893",0.519634293468159,5.095155280395,0.149643538348495,0.466362140848048,6.32934153966757,3.38967401445245,2.57225265525193,0.00056764445839869,0.000570776255707763
"16894",0.519634194982797,5.09515496557043,0.149643578982085,0.466362161710129,6.32941646530463,3.38967432011151,2.57225293810871,0.000567644522141558,0.000570776255707763
"16895",0.519634096502277,5.09515465076159,0.149643619613772,0.466362182571342,6.32949138951055,3.38967462566746,2.57225322095213,0.000567644585881568,0.000570776255707763
"16896",0.5196339980266,5.09515433596849,0.149643660243556,0.466362203431687,6.32956631228535,3.38967493112033,2.57225350378221,0.000567644649618721,0.000570776255707763
"16897",0.519633899555763,5.09515402119112,0.149643700871437,0.466362224291165,6.32964123362905,3.38967523647019,2.57225378659894,0.000567644713353018,0.000570776255707763
"16898",0.519633801089765,5.09515370642948,0.149643741497418,0.466362245149776,6.3297161535417,3.38967554171706,2.57225406940234,0.000567644777084459,0.000570776255707763
"16899",0.519633702628604,5.09515339168357,0.149643782121497,0.46636226600752,6.3297910720233,3.389675846861,2.5722543521924,0.000567644840813045,0.000570776255707763
"16900",0.51963360417228,5.09515307695337,0.149643822743675,0.466362286864398,6.32986598907389,3.38967615190204,2.57225463496913,0.000567644904538777,0.000570776255707763
"16901",0.519633505720791,5.09515276223888,0.149643863363953,0.466362307720408,6.3299409046935,3.38967645684023,2.57225491773253,0.000567644968261655,0.000570776255707763
"16902",0.519633407274136,5.09515244754011,0.149643903982332,0.466362328575553,6.33001581888215,3.38967676167561,2.5722552004826,0.000567645031981681,0.000570776255707763
