"","LITm","LITs","MICr","MICk","SOMp","SOMa","SOMc","CO2","INPUTS"
"1408",0.492545528430514,4.0380244903009,0.0683317818877946,0.273131602412653,5.22826660864684,3.23845506646372,2.4155388516483,0.000285388001465868,0.000285388127853881
"1409",0.492545519591862,4.03802446624061,0.0683317825955149,0.273131606567697,5.22826660832189,3.23845508427631,2.4155388651987,0.000285388003980677,0.000285388127853881
"1410",0.492545510763808,4.03802444214505,0.0683317833007577,0.273131610707457,5.22826660799815,3.23845510208401,2.41553887873501,0.000285388006482324,0.000285388127853881
"1411",0.492545501946374,4.0380244180145,0.0683317840035291,0.27313161483196,5.22826660767564,3.23845511988683,2.41553889225719,0.000285388008970842,0.000285388127853881
"1412",0.492545493139582,4.03802439384926,0.068331784703835,0.273131618941231,5.22826660735435,3.23845513768476,2.41553890576523,0.000285388011446263,0.000285388127853881
"1413",0.492545484343454,4.03802436964963,0.0683317854016816,0.273131623035299,5.22826660703427,3.23845515547782,2.41553891925908,0.000285388013908623,0.000285388127853881
"1414",0.492545475558011,4.0380243454159,0.0683317860970749,0.273131627114188,5.22826660671539,3.238455173266,2.41553893273871,0.000285388016357953,0.000285388127853881
"1415",0.492545466783275,4.03802432114835,0.0683317867900211,0.273131631177925,5.22826660639772,3.23845519104931,2.4155389462041,0.000285388018794289,0.000285388127853881
"1416",0.492545458019267,4.03802429684728,0.0683317874805261,0.273131635226536,5.22826660608125,3.23845520882775,2.41553895965521,0.000285388021217662,0.000285388127853881
"1417",0.492545449266008,4.03802427251297,0.0683317881685959,0.273131639260048,5.22826660576597,3.23845522660132,2.41553897309201,0.000285388023628106,0.000285388127853881
"1418",0.49254544052352,4.03802424814573,0.0683317888542366,0.273131643278487,5.22826660545188,3.23845524437002,2.41553898651448,0.000285388026025656,0.000285388127853881
"1419",0.492545431791822,4.03802422374582,0.0683317895374542,0.27313164728188,5.22826660513898,3.23845526213386,2.41553899992258,0.000285388028410343,0.000285388127853881
"1420",0.492545423070936,4.03802419931355,0.0683317902182548,0.273131651270252,5.22826660482725,3.23845527989285,2.41553901331627,0.000285388030782202,0.000285388127853881
"1421",0.492545414360881,4.03802417484919,0.0683317908966445,0.273131655243631,5.22826660451671,3.23845529764697,2.41553902669554,0.000285388033141265,0.000285388127853881
"1422",0.492545405661678,4.03802415035304,0.0683317915726292,0.273131659202043,5.22826660420734,3.23845531539624,2.41553904006035,0.000285388035487566,0.000285388127853881
