"time","variable","value","units"
1,"POM",4.71,"mg C/g soil"
11,"POM",4.8504834846403,"mg C/g soil"
21,"POM",4.40411451529906,"mg C/g soil"
31,"POM",3.88605763472059,"mg C/g soil"
41,"POM",3.33571686485999,"mg C/g soil"
51,"POM",2.78256772852858,"mg C/g soil"
61,"POM",2.25481980424681,"mg C/g soil"
71,"POM",1.77596541575463,"mg C/g soil"
81,"POM",1.36166238646987,"mg C/g soil"
91,"POM",1.01865106722766,"mg C/g soil"
101,"POM",0.745742006462981,"mg C/g soil"
111,"POM",0.536104573237735,"mg C/g soil"
121,"POM",0.379874314330176,"mg C/g soil"
131,"POM",0.266393633809948,"mg C/g soil"
141,"POM",0.185694025035218,"mg C/g soil"
151,"POM",0.129291918778368,"mg C/g soil"
161,"POM",0.09041389450101,"mg C/g soil"
171,"POM",0.0639077260855096,"mg C/g soil"
181,"POM",0.0459910610757419,"mg C/g soil"
191,"POM",0.0339591351360305,"mg C/g soil"
201,"POM",0.0259243315480911,"mg C/g soil"
211,"POM",0.0205824002825507,"mg C/g soil"
221,"POM",0.0170444832041516,"mg C/g soil"
231,"POM",0.0147132770684814,"mg C/g soil"
241,"POM",0.0131820710939709,"mg C/g soil"
251,"POM",0.0121818522546206,"mg C/g soil"
261,"POM",0.011533083110205,"mg C/g soil"
271,"POM",0.0111154404693984,"mg C/g soil"
281,"POM",0.0108495588282642,"mg C/g soil"
291,"POM",0.0106833301373233,"mg C/g soil"
301,"POM",0.0105813599946437,"mg C/g soil"
311,"POM",0.010521276933844,"mg C/g soil"
321,"POM",0.0104881426195857,"mg C/g soil"
331,"POM",0.010472200824663,"mg C/g soil"
341,"POM",0.0104671284667248,"mg C/g soil"
351,"POM",0.0104687687323902,"mg C/g soil"
361,"POM",0.0104746701983698,"mg C/g soil"
371,"POM",0.0104830030821719,"mg C/g soil"
381,"POM",0.0104927152983688,"mg C/g soil"
391,"POM",0.0105029870475801,"mg C/g soil"
401,"POM",0.0105134817974555,"mg C/g soil"
411,"POM",0.0105239458734703,"mg C/g soil"
421,"POM",0.0105342479130043,"mg C/g soil"
431,"POM",0.0105442003438929,"mg C/g soil"
441,"POM",0.0105537064125753,"mg C/g soil"
451,"POM",0.010562741527741,"mg C/g soil"
461,"POM",0.0105712983262414,"mg C/g soil"
471,"POM",0.0105793694469653,"mg C/g soil"
481,"POM",0.0105869482883402,"mg C/g soil"
491,"POM",0.0105940315189711,"mg C/g soil"
501,"POM",0.0106006190892731,"mg C/g soil"
511,"POM",0.0106067129691962,"mg C/g soil"
521,"POM",0.0106123160838471,"mg C/g soil"
531,"POM",0.0106174318228524,"mg C/g soil"
541,"POM",0.0106220638239116,"mg C/g soil"
551,"POM",0.0106262160079951,"mg C/g soil"
561,"POM",0.0106298924522055,"mg C/g soil"
571,"POM",0.0106330972255007,"mg C/g soil"
581,"POM",0.0106358344062067,"mg C/g soil"
591,"POM",0.0106381081335748,"mg C/g soil"
601,"POM",0.01063992257728,"mg C/g soil"
611,"POM",0.010641281911057,"mg C/g soil"
621,"POM",0.0106421903065223,"mg C/g soil"
631,"POM",0.0106426519263286,"mg C/g soil"
641,"POM",0.0106426709249475,"mg C/g soil"
651,"POM",0.0106422514524012,"mg C/g soil"
661,"POM",0.0106413976543537,"mg C/g soil"
671,"POM",0.0106401136693434,"mg C/g soil"
681,"POM",0.0106384036269461,"mg C/g soil"
691,"POM",0.0106362716478244,"mg C/g soil"
701,"POM",0.0106337218442661,"mg C/g soil"
711,"POM",0.0106307583201758,"mg C/g soil"
721,"POM",0.0106273851706406,"mg C/g soil"
731,"POM",0.0106236064815378,"mg C/g soil"
741,"POM",0.0106194263293661,"mg C/g soil"
751,"POM",0.0106148487811617,"mg C/g soil"
761,"POM",0.0106098778942552,"mg C/g soil"
771,"POM",0.0106045177160151,"mg C/g soil"
781,"POM",0.0105987722838318,"mg C/g soil"
791,"POM",0.0105926456250948,"mg C/g soil"
801,"POM",0.0105861417568762,"mg C/g soil"
811,"POM",0.0105792646855655,"mg C/g soil"
821,"POM",0.010572018406785,"mg C/g soil"
831,"POM",0.0105644069054036,"mg C/g soil"
841,"POM",0.0105564341553561,"mg C/g soil"
851,"POM",0.0105481041193506,"mg C/g soil"
861,"POM",0.0105394207486881,"mg C/g soil"
871,"POM",0.0105303879831811,"mg C/g soil"
881,"POM",0.0105210097510239,"mg C/g soil"
891,"POM",0.0105112899685902,"mg C/g soil"
901,"POM",0.0105012325402423,"mg C/g soil"
911,"POM",0.0104908413581863,"mg C/g soil"
921,"POM",0.0104801203023362,"mg C/g soil"
931,"POM",0.0104690732401514,"mg C/g soil"
941,"POM",0.010457704026464,"mg C/g soil"
951,"POM",0.0104460165033156,"mg C/g soil"
961,"POM",0.0104340144998057,"mg C/g soil"
971,"POM",0.0104217018319371,"mg C/g soil"
981,"POM",0.0104090823024551,"mg C/g soil"
991,"POM",0.0103961597006857,"mg C/g soil"
1001,"POM",0.010382937802377,"mg C/g soil"
1011,"POM",0.0103694203695438,"mg C/g soil"
1021,"POM",0.0103556111503102,"mg C/g soil"
1031,"POM",0.0103415138787501,"mg C/g soil"
1041,"POM",0.0103271322747302,"mg C/g soil"
1051,"POM",0.0103124700437529,"mg C/g soil"
1061,"POM",0.0102975308767998,"mg C/g soil"
1071,"POM",0.0102823184501747,"mg C/g soil"
1081,"POM",0.0102668364253476,"mg C/g soil"
1091,"POM",0.0102510884487988,"mg C/g soil"
1101,"POM",0.0102350781518635,"mg C/g soil"
1111,"POM",0.0102188091505772,"mg C/g soil"
1121,"POM",0.0102022850455207,"mg C/g soil"
1131,"POM",0.0101855094216672,"mg C/g soil"
1141,"POM",0.0101684858482283,"mg C/g soil"
1151,"POM",0.0101512178785018,"mg C/g soil"
1161,"POM",0.0101337090497203,"mg C/g soil"
1171,"POM",0.0101159628828995,"mg C/g soil"
1181,"POM",0.0100979828826885,"mg C/g soil"
1191,"POM",0.0100797725372203,"mg C/g soil"
1201,"POM",0.0100613353179635,"mg C/g soil"
1211,"POM",0.0100426746795751,"mg C/g soil"
1221,"POM",0.0100237940597536,"mg C/g soil"
1231,"POM",0.0100046968790944,"mg C/g soil"
1241,"POM",0.0099853865409454,"mg C/g soil"
1251,"POM",0.00996586643126469,"mg C/g soil"
1261,"POM",0.00994613991847837,"mg C/g soil"
1271,"POM",0.00992621035334053,"mg C/g soil"
1281,"POM",0.0099060810687946,"mg C/g soil"
1291,"POM",0.009885755379836,"mg C/g soil"
1301,"POM",0.00986523658337618,"mg C/g soil"
1311,"POM",0.00984452795810829,"mg C/g soil"
1321,"POM",0.00982363276437467,"mg C/g soil"
1331,"POM",0.00980255424403585,"mg C/g soil"
1341,"POM",0.00978129562034129,"mg C/g soil"
1351,"POM",0.00975986009780192,"mg C/g soil"
1361,"POM",0.00973825086206455,"mg C/g soil"
1371,"POM",0.0097164710797882,"mg C/g soil"
1381,"POM",0.00969452389852228,"mg C/g soil"
1391,"POM",0.00967241244658684,"mg C/g soil"
1401,"POM",0.00965013983295501,"mg C/g soil"
1411,"POM",0.00962770914713729,"mg C/g soil"
1421,"POM",0.00960512345906785,"mg C/g soil"
1431,"POM",0.00958238581899342,"mg C/g soil"
1441,"POM",0.00955949925736455,"mg C/g soil"
1451,"POM",0.0095364667847287,"mg C/g soil"
1461,"POM",0.00951329139162562,"mg C/g soil"
1471,"POM",0.00948997604848536,"mg C/g soil"
1481,"POM",0.00946652370552879,"mg C/g soil"
1491,"POM",0.00944293729267043,"mg C/g soil"
1501,"POM",0.0094192197194236,"mg C/g soil"
1511,"POM",0.00939537387480827,"mg C/g soil"
1521,"POM",0.00937140262726148,"mg C/g soil"
1531,"POM",0.00934730882455038,"mg C/g soil"
1541,"POM",0.00932309529368779,"mg C/g soil"
1551,"POM",0.00929876484085043,"mg C/g soil"
1561,"POM",0.00927432025129993,"mg C/g soil"
1571,"POM",0.00924976428930645,"mg C/g soil"
1581,"POM",0.00922509969807518,"mg C/g soil"
1591,"POM",0.00920032919967536,"mg C/g soil"
1601,"POM",0.0091754554949725,"mg C/g soil"
1611,"POM",0.00915048126356309,"mg C/g soil"
1621,"POM",0.0091254091637119,"mg C/g soil"
1631,"POM",0.00910024183229271,"mg C/g soil"
1641,"POM",0.00907498188473179,"mg C/g soil"
1651,"POM",0.00904963191495413,"mg C/g soil"
1661,"POM",0.00902419449533231,"mg C/g soil"
1671,"POM",0.00899867217663859,"mg C/g soil"
1681,"POM",0.0089730674880001,"mg C/g soil"
1691,"POM",0.00894738293685671,"mg C/g soil"
1701,"POM",0.0089216210089218,"mg C/g soil"
1711,"POM",0.00889578416814608,"mg C/g soil"
1721,"POM",0.00886987485668441,"mg C/g soil"
1731,"POM",0.00884389549486563,"mg C/g soil"
1741,"POM",0.00881784848116516,"mg C/g soil"
1751,"POM",0.00879173619218073,"mg C/g soil"
1761,"POM",0.00876556098261103,"mg C/g soil"
1771,"POM",0.00873932518523737,"mg C/g soil"
1781,"POM",0.00871303111090822,"mg C/g soil"
1791,"POM",0.00868668104852678,"mg C/g soil"
1801,"POM",0.00866027726504161,"mg C/g soil"
1811,"POM",0.00863382200544009,"mg C/g soil"
1821,"POM",0.00860731749274453,"mg C/g soil"
1831,"POM",0.00858076592801174,"mg C/g soil"
1841,"POM",0.00855416949033546,"mg C/g soil"
1851,"POM",0.00852753033685151,"mg C/g soil"
1861,"POM",0.00850085060274565,"mg C/g soil"
1871,"POM",0.0084741324012647,"mg C/g soil"
1881,"POM",0.00844737782373042,"mg C/g soil"
1891,"POM",0.00842058893955632,"mg C/g soil"
1901,"POM",0.00839376779626709,"mg C/g soil"
1911,"POM",0.00836691641952094,"mg C/g soil"
1921,"POM",0.00834003681313494,"mg C/g soil"
1931,"POM",0.00831313095911291,"mg C/g soil"
1941,"POM",0.00828620081767621,"mg C/g soil"
1951,"POM",0.00825924832729713,"mg C/g soil"
1961,"POM",0.00823227540473513,"mg C/g soil"
1971,"POM",0.00820528394507579,"mg C/g soil"
1981,"POM",0.00817827582177229,"mg C/g soil"
1991,"POM",0.00815125288668961,"mg C/g soil"
2001,"POM",0.00812421697015143,"mg C/g soil"
2011,"POM",0.00809716988098961,"mg C/g soil"
2021,"POM",0.00807011340659585,"mg C/g soil"
2031,"POM",0.00804304931297634,"mg C/g soil"
2041,"POM",0.00801597934480894,"mg C/g soil"
2051,"POM",0.0079889052255026,"mg C/g soil"
2061,"POM",0.00796182865725911,"mg C/g soil"
2071,"POM",0.00793475132113748,"mg C/g soil"
2081,"POM",0.00790767487712073,"mg C/g soil"
2091,"POM",0.00788060096418496,"mg C/g soil"
2101,"POM",0.0078535312003706,"mg C/g soil"
2111,"POM",0.00782646718285607,"mg C/g soil"
2121,"POM",0.00779941048803369,"mg C/g soil"
2131,"POM",0.00777236267158774,"mg C/g soil"
2141,"POM",0.00774532526857477,"mg C/g soil"
2151,"POM",0.00771829979350587,"mg C/g soil"
2161,"POM",0.00769128774043124,"mg C/g soil"
2171,"POM",0.00766429058302673,"mg C/g soil"
2181,"POM",0.00763730977468239,"mg C/g soil"
2191,"POM",0.00761034674859296,"mg C/g soil"
2201,"POM",0.00758340291785055,"mg C/g soil"
2211,"POM",0.00755647967553895,"mg C/g soil"
2221,"POM",0.0075295783948298,"mg C/g soil"
2231,"POM",0.00750270042908077,"mg C/g soil"
2241,"POM",0.00747584711193559,"mg C/g soil"
2251,"POM",0.00744901975742566,"mg C/g soil"
2261,"POM",0.00742221966007334,"mg C/g soil"
2271,"POM",0.00739544809499702,"mg C/g soil"
2281,"POM",0.00736870631801785,"mg C/g soil"
2291,"POM",0.00734199556576804,"mg C/g soil"
2301,"POM",0.00731531705580065,"mg C/g soil"
2311,"POM",0.00728867198670092,"mg C/g soil"
2321,"POM",0.00726206153819913,"mg C/g soil"
2331,"POM",0.00723548687128487,"mg C/g soil"
2341,"POM",0.00720894912832269,"mg C/g soil"
2351,"POM",0.00718244943316908,"mg C/g soil"
2361,"POM",0.00715598889129081,"mg C/g soil"
2371,"POM",0.00712956858988454,"mg C/g soil"
2381,"POM",0.00710318959799765,"mg C/g soil"
2391,"POM",0.00707685296665022,"mg C/g soil"
2401,"POM",0.00705055972895831,"mg C/g soil"
2411,"POM",0.00702431090025823,"mg C/g soil"
2421,"POM",0.00699810747823182,"mg C/g soil"
2431,"POM",0.00697195044303287,"mg C/g soil"
2441,"POM",0.00694584075741465,"mg C/g soil"
2451,"POM",0.00691977936685822,"mg C/g soil"
2461,"POM",0.00689376719970168,"mg C/g soil"
2471,"POM",0.00686780516727027,"mg C/g soil"
2481,"POM",0.00684189416400751,"mg C/g soil"
2491,"POM",0.00681603506760695,"mg C/g soil"
2501,"POM",0.00679022873914473,"mg C/g soil"
2511,"POM",0.00676447602321286,"mg C/g soil"
2521,"POM",0.00673877774805324,"mg C/g soil"
2531,"POM",0.00671313472569234,"mg C/g soil"
2541,"POM",0.00668754775207638,"mg C/g soil"
2551,"POM",0.00666201760720726,"mg C/g soil"
2561,"POM",0.00663654505527884,"mg C/g soil"
2571,"POM",0.00661113084481395,"mg C/g soil"
2581,"POM",0.00658577570880166,"mg C/g soil"
2591,"POM",0.00656048036483512,"mg C/g soil"
2601,"POM",0.00653524551524979,"mg C/g soil"
2611,"POM",0.00651007184726202,"mg C/g soil"
2621,"POM",0.00648496003310788,"mg C/g soil"
2631,"POM",0.0064599107301824,"mg C/g soil"
2641,"POM",0.00643492458117908,"mg C/g soil"
2651,"POM",0.00641000221422964,"mg C/g soil"
2661,"POM",0.00638514424304383,"mg C/g soil"
2671,"POM",0.00636035126704955,"mg C/g soil"
2681,"POM",0.00633562387153312,"mg C/g soil"
2691,"POM",0.00631096262777955,"mg C/g soil"
2701,"POM",0.00628636809321301,"mg C/g soil"
2711,"POM",0.00626184081153719,"mg C/g soil"
2721,"POM",0.00623738131287587,"mg C/g soil"
2731,"POM",0.00621299011391331,"mg C/g soil"
2741,"POM",0.0061886677180347,"mg C/g soil"
2751,"POM",0.0061644146154665,"mg C/g soil"
2761,"POM",0.00614023128341667,"mg C/g soil"
2771,"POM",0.00611611818621482,"mg C/g soil"
2781,"POM",0.00609207577545219,"mg C/g soil"
2791,"POM",0.00606810449012138,"mg C/g soil"
2801,"POM",0.006044204756756,"mg C/g soil"
2811,"POM",0.00602037698957005,"mg C/g soil"
2821,"POM",0.00599662159059695,"mg C/g soil"
2831,"POM",0.00597293894982835,"mg C/g soil"
2841,"POM",0.00594932944535274,"mg C/g soil"
2851,"POM",0.00592579344349357,"mg C/g soil"
2861,"POM",0.00590233129894712,"mg C/g soil"
2871,"POM",0.00587894335491992,"mg C/g soil"
2881,"POM",0.00585562994326586,"mg C/g soil"
2891,"POM",0.00583239138462283,"mg C/g soil"
2901,"POM",0.00580922798854892,"mg C/g soil"
2911,"POM",0.00578614005365818,"mg C/g soil"
2921,"POM",0.00576312786775586,"mg C/g soil"
2931,"POM",0.00574019170797324,"mg C/g soil"
2941,"POM",0.00571733184090181,"mg C/g soil"
2951,"POM",0.00569454852272703,"mg C/g soil"
2961,"POM",0.00567184199936146,"mg C/g soil"
2971,"POM",0.00564921250657735,"mg C/g soil"
2981,"POM",0.00562666027013862,"mg C/g soil"
2991,"POM",0.00560418550593224,"mg C/g soil"
3001,"POM",0.00558178842009899,"mg C/g soil"
3011,"POM",0.00555946920916358,"mg C/g soil"
3021,"POM",0.00553722806016405,"mg C/g soil"
3031,"POM",0.00551506515078062,"mg C/g soil"
3041,"POM",0.00549298064946371,"mg C/g soil"
3051,"POM",0.00547097471556141,"mg C/g soil"
3061,"POM",0.00544904749944609,"mg C/g soil"
3071,"POM",0.00542719914264039,"mg C/g soil"
3081,"POM",0.00540542977794238,"mg C/g soil"
3091,"POM",0.00538373952955008,"mg C/g soil"
3101,"POM",0.00536212851318507,"mg C/g soil"
3111,"POM",0.00534059683621543,"mg C/g soil"
3121,"POM",0.00531914459777787,"mg C/g soil"
3131,"POM",0.00529777188889905,"mg C/g soil"
3141,"POM",0.00527647879261603,"mg C/g soil"
3151,"POM",0.00525526538409604,"mg C/g soil"
3161,"POM",0.00523413173075528,"mg C/g soil"
3171,"POM",0.00521307789237696,"mg C/g soil"
3181,"POM",0.00519210392122845,"mg C/g soil"
3191,"POM",0.00517120986217765,"mg C/g soil"
3201,"POM",0.00515039575280835,"mg C/g soil"
3211,"POM",0.00512966162353491,"mg C/g soil"
3221,"POM",0.00510900749771589,"mg C/g soil"
3231,"POM",0.00508843339176688,"mg C/g soil"
3241,"POM",0.00506793931527241,"mg C/g soil"
3251,"POM",0.00504752527109702,"mg C/g soil"
3261,"POM",0.00502719125549532,"mg C/g soil"
3271,"POM",0.00500693725822124,"mg C/g soil"
3281,"POM",0.0049867632626363,"mg C/g soil"
3291,"POM",0.00496666924581699,"mg C/g soil"
3301,"POM",0.00494665517866124,"mg C/g soil"
3311,"POM",0.0049267210259939,"mg C/g soil"
3321,"POM",0.00490686674667137,"mg C/g soil"
3331,"POM",0.00488709229368523,"mg C/g soil"
3341,"POM",0.00486739761426497,"mg C/g soil"
3351,"POM",0.00484778264997974,"mg C/g soil"
3361,"POM",0.00482824733683923,"mg C/g soil"
3371,"POM",0.00480879160539349,"mg C/g soil"
3381,"POM",0.00478941538083191,"mg C/g soil"
3391,"POM",0.00477011858308118,"mg C/g soil"
3401,"POM",0.00475090112690235,"mg C/g soil"
3411,"POM",0.00473176292198689,"mg C/g soil"
3421,"POM",0.00471270387305182,"mg C/g soil"
3431,"POM",0.00469372387993391,"mg C/g soil"
3441,"POM",0.00467482283768284,"mg C/g soil"
3451,"POM",0.00465600063665353,"mg C/g soil"
3461,"POM",0.00463725716259741,"mg C/g soil"
3471,"POM",0.00461859229675281,"mg C/g soil"
3481,"POM",0.00460000591593431,"mg C/g soil"
3491,"POM",0.00458149789262126,"mg C/g soil"
3501,"POM",0.0045630680950452,"mg C/g soil"
3511,"POM",0.00454471638727648,"mg C/g soil"
3521,"POM",0.00452644262930983,"mg C/g soil"
3531,"POM",0.00450824667714901,"mg C/g soil"
3541,"POM",0.00449012838289051,"mg C/g soil"
3551,"POM",0.00447208759480633,"mg C/g soil"
3561,"POM",0.00445412415742581,"mg C/g soil"
3571,"POM",0.00443623791161651,"mg C/g soil"
3581,"POM",0.00441842869466413,"mg C/g soil"
3591,"POM",0.00440069634035158,"mg C/g soil"
3601,"POM",0.00438304067903704,"mg C/g soil"
3611,"POM",0.00436546153773108,"mg C/g soil"
3621,"POM",0.004347958740173,"mg C/g soil"
3631,"POM",0.00433053210690606,"mg C/g soil"
3641,"POM",0.0043131814553519,"mg C/g soil"
3651,"POM",0.00429590659988406,"mg C/g soil"
3661,"POM",0.00427870735190052,"mg C/g soil"
3671,"POM",0.00426158351989541,"mg C/g soil"
3681,"POM",0.00424453490952978,"mg C/g soil"
3691,"POM",0.00422756132370147,"mg C/g soil"
3701,"POM",0.00421066256261409,"mg C/g soil"
3711,"POM",0.00419383842384517,"mg C/g soil"
3721,"POM",0.00417708870241335,"mg C/g soil"
3731,"POM",0.0041604131908447,"mg C/g soil"
3741,"POM",0.00414381167923823,"mg C/g soil"
3751,"POM",0.00412728395533051,"mg C/g soil"
3761,"POM",0.00411082980455936,"mg C/g soil"
3771,"POM",0.00409444901012678,"mg C/g soil"
3781,"POM",0.00407814135306097,"mg C/g soil"
3791,"POM",0.00406190661227753,"mg C/g soil"
3801,"POM",0.00404574456463979,"mg C/g soil"
3811,"POM",0.00402965498501834,"mg C/g soil"
3821,"POM",0.00401363764634971,"mg C/g soil"
3831,"POM",0.00399769231969426,"mg C/g soil"
3841,"POM",0.00398181877429318,"mg C/g soil"
3851,"POM",0.00396601677762474,"mg C/g soil"
3861,"POM",0.00395028609545975,"mg C/g soil"
3871,"POM",0.00393462649191614,"mg C/g soil"
3881,"POM",0.00391903772951284,"mg C/g soil"
3891,"POM",0.00390351956922277,"mg C/g soil"
3901,"POM",0.00388807177052518,"mg C/g soil"
3911,"POM",0.00387269409145708,"mg C/g soil"
3921,"POM",0.00385738628866401,"mg C/g soil"
3931,"POM",0.00384214811744996,"mg C/g soil"
3941,"POM",0.0038269793318266,"mg C/g soil"
3951,"POM",0.00381187968456173,"mg C/g soil"
3961,"POM",0.00379684892722701,"mg C/g soil"
3971,"POM",0.0037818868102449,"mg C/g soil"
3981,"POM",0.00376699308293492,"mg C/g soil"
3991,"POM",0.0037521674935592,"mg C/g soil"
4001,"POM",0.00373740978936725,"mg C/g soil"
4011,"POM",0.00372271971664006,"mg C/g soil"
4021,"POM",0.00370809702073351,"mg C/g soil"
4031,"POM",0.00369354144612106,"mg C/g soil"
4041,"POM",0.00367905273643576,"mg C/g soil"
4051,"POM",0.00366463063451152,"mg C/g soil"
4061,"POM",0.00365027488242381,"mg C/g soil"
4071,"POM",0.00363598522152962,"mg C/g soil"
4081,"POM",0.00362176139250676,"mg C/g soil"
4091,"POM",0.00360760313539251,"mg C/g soil"
4101,"POM",0.00359351018962159,"mg C/g soil"
4111,"POM",0.0035794822940636,"mg C/g soil"
4121,"POM",0.00356551918705964,"mg C/g soil"
4131,"POM",0.00355162060645847,"mg C/g soil"
4141,"POM",0.00353778628965195,"mg C/g soil"
4151,"POM",0.00352401597360986,"mg C/g soil"
4161,"POM",0.00351030939491419,"mg C/g soil"
4171,"POM",0.00349666628979274,"mg C/g soil"
4181,"POM",0.00348308639415213,"mg C/g soil"
4191,"POM",0.00346956944361032,"mg C/g soil"
4201,"POM",0.00345611517352838,"mg C/g soil"
4211,"POM",0.00344272331904182,"mg C/g soil"
4221,"POM",0.00342939361509132,"mg C/g soil"
4231,"POM",0.00341612579645284,"mg C/g soil"
4241,"POM",0.00340291959776721,"mg C/g soil"
4251,"POM",0.00338977475356919,"mg C/g soil"
4261,"POM",0.00337669099831593,"mg C/g soil"
4271,"POM",0.00336366806641495,"mg C/g soil"
4281,"POM",0.00335070569225155,"mg C/g soil"
4291,"POM",0.00333780361021572,"mg C/g soil"
4301,"POM",0.00332496155472846,"mg C/g soil"
4311,"POM",0.00331217926026772,"mg C/g soil"
4321,"POM",0.0032994564613937,"mg C/g soil"
4331,"POM",0.0032867928927737,"mg C/g soil"
4341,"POM",0.00327418828920654,"mg C/g soil"
4351,"POM",0.00326164238564636,"mg C/g soil"
4361,"POM",0.00324915491722604,"mg C/g soil"
4371,"POM",0.00323672561928011,"mg C/g soil"
4381,"POM",0.00322435422736722,"mg C/g soil"
4391,"POM",0.00321204047729206,"mg C/g soil"
4401,"POM",0.00319978410512692,"mg C/g soil"
4411,"POM",0.00318758484723278,"mg C/g soil"
4421,"POM",0.00317544244027986,"mg C/g soil"
4431,"POM",0.0031633566212679,"mg C/g soil"
4441,"POM",0.00315132712754584,"mg C/g soil"
4451,"POM",0.00313935369683115,"mg C/g soil"
4461,"POM",0.00312743606722875,"mg C/g soil"
4471,"POM",0.00311557397724947,"mg C/g soil"
4481,"POM",0.00310376716582815,"mg C/g soil"
4491,"POM",0.00309201537234126,"mg C/g soil"
4501,"POM",0.0030803183366242,"mg C/g soil"
4511,"POM",0.00306867579898817,"mg C/g soil"
4521,"POM",0.00305708750023662,"mg C/g soil"
4531,"POM",0.00304555318168139,"mg C/g soil"
4541,"POM",0.0030340725851584,"mg C/g soil"
4551,"POM",0.003022645453043,"mg C/g soil"
4561,"POM",0.00301127152826496,"mg C/g soil"
4571,"POM",0.00299995055432311,"mg C/g soil"
4581,"POM",0.00298868227529954,"mg C/g soil"
4591,"POM",0.00297746643587359,"mg C/g soil"
4601,"POM",0.00296630278133533,"mg C/g soil"
4611,"POM",0.00295519105759884,"mg C/g soil"
4621,"POM",0.0029441310112151,"mg C/g soil"
4631,"POM",0.0029331223893845,"mg C/g soil"
4641,"POM",0.00292216493996914,"mg C/g soil"
4651,"POM",0.00291125841150463,"mg C/g soil"
4661,"POM",0.00290040255321181,"mg C/g soil"
4671,"POM",0.00288959711500793,"mg C/g soil"
4681,"POM",0.00287884184751766,"mg C/g soil"
4691,"POM",0.00286813650208379,"mg C/g soil"
4701,"POM",0.00285748083077754,"mg C/g soil"
4711,"POM",0.0028468745864087,"mg C/g soil"
4721,"POM",0.0028363175225354,"mg C/g soil"
4731,"POM",0.00282580939347361,"mg C/g soil"
4741,"POM",0.00281534995430639,"mg C/g soil"
4751,"POM",0.00280493896089283,"mg C/g soil"
4761,"POM",0.00279457616987674,"mg C/g soil"
4771,"POM",0.00278426133869507,"mg C/g soil"
4781,"POM",0.00277399422558609,"mg C/g soil"
4791,"POM",0.00276377458959726,"mg C/g soil"
4801,"POM",0.00275360219059288,"mg C/g soil"
4811,"POM",0.00274347678926149,"mg C/g soil"
4821,"POM",0.00273339814712306,"mg C/g soil"
4831,"POM",0.00272336602653585,"mg C/g soil"
4841,"POM",0.00271338019070314,"mg C/g soil"
4851,"POM",0.00270344040367961,"mg C/g soil"
4861,"POM",0.00269354643037762,"mg C/g soil"
4871,"POM",0.00268369803657315,"mg C/g soil"
4881,"POM",0.00267389498891161,"mg C/g soil"
4891,"POM",0.00266413705491335,"mg C/g soil"
4901,"POM",0.00265442400297904,"mg C/g soil"
4911,"POM",0.00264475560239475,"mg C/g soil"
4921,"POM",0.00263513162333695,"mg C/g soil"
4931,"POM",0.00262555183687712,"mg C/g soil"
4941,"POM",0.00261601601498638,"mg C/g soil"
4951,"POM",0.00260652393053975,"mg C/g soil"
4961,"POM",0.00259707535732029,"mg C/g soil"
4971,"POM",0.00258767007002307,"mg C/g soil"
4981,"POM",0.00257830784425891,"mg C/g soil"
4991,"POM",0.00256898845655797,"mg C/g soil"
5001,"POM",0.00255971168437314,"mg C/g soil"
5011,"POM",0.00255047730608326,"mg C/g soil"
5021,"POM",0.00254128510099619,"mg C/g soil"
5031,"POM",0.00253213484935168,"mg C/g soil"
5041,"POM",0.00252302633232412,"mg C/g soil"
5051,"POM",0.00251395933202504,"mg C/g soil"
5061,"POM",0.00250493363150554,"mg C/g soil"
5071,"POM",0.00249594901475854,"mg C/g soil"
5081,"POM",0.00248700526672086,"mg C/g soil"
5091,"POM",0.00247810217327513,"mg C/g soil"
5101,"POM",0.00246923952125161,"mg C/g soil"
5111,"POM",0.00246041709842982,"mg C/g soil"
5121,"POM",0.00245163469354007,"mg C/g soil"
5131,"POM",0.00244289209626477,"mg C/g soil"
5141,"POM",0.00243418909723971,"mg C/g soil"
5151,"POM",0.00242552548805511,"mg C/g soil"
5161,"POM",0.00241690106125663,"mg C/g soil"
5171,"POM",0.00240831561034616,"mg C/g soil"
5181,"POM",0.00239976892978254,"mg C/g soil"
5191,"POM",0.00239126081498219,"mg C/g soil"
5201,"POM",0.00238279106231949,"mg C/g soil"
5211,"POM",0.0023743594691272,"mg C/g soil"
5221,"POM",0.00236596583369667,"mg C/g soil"
5231,"POM",0.00235760995527795,"mg C/g soil"
5241,"POM",0.00234929163407979,"mg C/g soil"
5251,"POM",0.00234101067126955,"mg C/g soil"
5261,"POM",0.00233276686897302,"mg C/g soil"
5271,"POM",0.00232456003027405,"mg C/g soil"
5281,"POM",0.00231638995921418,"mg C/g soil"
5291,"POM",0.00230825646079211,"mg C/g soil"
5301,"POM",0.00230015934096311,"mg C/g soil"
5311,"POM",0.00229209840663828,"mg C/g soil"
5321,"POM",0.00228407346568379,"mg C/g soil"
5331,"POM",0.00227608432691997,"mg C/g soil"
5341,"POM",0.00226813080012033,"mg C/g soil"
5351,"POM",0.0022602126960105,"mg C/g soil"
5361,"POM",0.0022523298262671,"mg C/g soil"
5371,"POM",0.00224448200351648,"mg C/g soil"
5381,"POM",0.00223666904133341,"mg C/g soil"
5391,"POM",0.0022288907542397,"mg C/g soil"
5401,"POM",0.00222114695770274,"mg C/g soil"
5411,"POM",0.00221343746813391,"mg C/g soil"
5421,"POM",0.00220576210288702,"mg C/g soil"
